mid,name,rating,director
409,Above the Rim (1994),3.03,Jeff Pollack
410,Addams Family Values (1993),2.99,Barry Sonnenfeld
411,Martin Lawrence: You So Crazy (1994),2.81,Thomas Schlamme
412,"Age of Innocence,3.56,Martin Scorsese
413,Airheads (1994),2.81,Michael Lehmann
414,"Air Up There,2.63,Paul Michael Glaser
415,Another Stakeout (1993),2.82,John Badham
416,Bad Girls (1994),2.71,Jonathan Kaplan
417,Barcelona (1994),3.52,Whit Stillman
418,Being Human (1993),2.71,Bill Forsyth
419,"Beverly Hillbillies,2.50,Penelope Spheeris
420,Beverly Hills Cop III (1994),2.75,John Landis
421,Black Beauty (1994),3.30,Darren Doane
422,Blink (1994),3.24,Michael Apted
423,Blown Away (1994),3.01,Stephen Hopkins
424,Blue Chips (1994),2.71,William Friedkin
425,Blue Sky (1994),3.47,Tony Richardson
426,Body Snatchers (1993),3.12,Abel Ferrara
427,Boxing Helena (1993),2.54,Jennifer Chambers Lynch
428,"Bronx Tale,3.82,Robert De Niro
429,Cabin Boy (1994),2.36,Adam Resnick
430,Calendar Girl (1993),2.29,John P. Whitesell
431,Carlito's Way (1993),3.69,Brian DePalma
432,City Slickers II: The Legend of Curly's Gold (1994),2.73,Paul Weiland
433,Clean Slate (1994),2.92,Mick Jackson
434,Cliffhanger (1993),3.07,Renny Harlin
435,Coneheads (1993),2.58,Steve Barron
436,Color of Night (1994),2.62,Richard Rush
437,Cops and Robbersons (1994),2.61,Michael Ritchie
438,"Cowboy Way,2.71,Gregg Champion
439,Dangerous Game (1993),2.70,Abel Ferrara
65974,Shadow of the Holy Book (Pyhän kirjan varjo) (2007),2.89,Arto Halonen
440,Dave (1993),3.61,Ivan Reitman
441,Dazed and Confused (1993),3.68,Richard Linklater
442,Demolition Man (1993),3.03,Marco Brambilla
443,"Endless Summer 2,3.34,Bruce Brown
444,Even Cowgirls Get the Blues (1993),2.43,Gus Van Sant
445,Fatal Instinct (1993),2.89,Carl Reiner
446,Farewell My Concubine (Ba wang bie ji) (1993),3.89,Kaige Chen
65982,Outlander (2008),3.30,Howard McCain
447,"Favor,2.52,Donald Petrie
448,Fearless (1993),3.56,Peter Weir
449,Fear of a Black Hat (1994),3.48,Rusty Cundieff
65984,Belle of the Nineties (1934),2.71,Leo McCarey
450,With Honors (1994),3.36,Alek Keshishian
451,Flesh and Bone (1993),3.06,Steve Kloves
65986,Branded (1950),3.70,Darla Enlow
452,Widows' Peak (1994),3.56,John Irvin
453,For Love or Money (1993),3.11,
454,"Firm,3.50,Sydney Pollack
455,Free Willy (1993),2.61,Simon Wincer
456,Fresh (1994),3.83,Boaz Yakin
457,"Fugitive,3.99,Andrew Davis
458,Geronimo: An American Legend (1993),3.16,Walter Hill
459,"Getaway,2.78,Roger Donaldson
65994,"Dead Calling,0.90,
460,Getting Even with Dad (1994),2.44,Howard Deutch
461,Go Fish (1994),3.35,Lawrence L. Simeone
462,"Good Man in Africa,2.63,Bruce Beresford
463,Guilty as Sin (1993),2.81,Sidney Lumet
464,Hard Target (1993),2.93,John Woo
465,Heaven & Earth (1993),3.28,Oliver Stone
466,Hot Shots! Part Deux (1993),2.90,Jim Abrahams
467,Live Nude Girls (1995),3.44,Julianna Lavin
468,"Englishman Who Went Up a Hill But Came Down a Mountain,3.31,Christopher Monger
469,"House of the Spirits,3.29,Billie August
470,House Party 3 (1994),2.15,Eric Meza
471,"Hudsucker Proxy,3.66,Ethan Coen
66006,Beachhead (1954),3.00,Stuart Heisler
472,I'll Do Anything (1994),2.88,James L. Brooks
473,In the Army Now (1994),2.32,Daniel Petrie Jr.
66008,"Signos del zodiaco,4.50,
474,In the Line of Fire (1993),3.73,Wolfgang Petersen
475,In the Name of the Father (1993),3.91,Jim Sheridan
476,"Inkwell,3.02,Matty Rich
477,What's Love Got to Do with It? (1993),3.55,Brian Gibson
478,Jimmy Hollywood (1994),2.43,Barry Levinson
66015,Passchendaele (2008),3.00,Paul Gross
479,Judgment Night (1993),2.92,Stephen Hopkins
480,Jurassic Park (1993),3.66,Steven Spielberg
481,Kalifornia (1993),3.34,Dominic Sena
482,Killing Zoe (1994),3.43,Roger Avary
66019,"Great Ecstasy of Woodcarver Steiner,3.50,Werner Herzog
483,King of the Hill (1993),3.78,Steven Soderbergh
484,Lassie (1994),2.79,Daniel Petrie
485,Last Action Hero (1993),2.77,John McTiernan
486,Life with Mikey (1993),2.69,James Lapine
487,Lightning Jack (1994),2.61,Simon Wincer
488,M. Butterfly (1993),3.41,Graham Kitchener
66025,Go Go Tales (2007),2.44,
489,Made in America (1993),2.77,Richard Benjamin
490,Malice (1993),3.35,Harold Becker
491,"Man Without a Face,3.40,Mel Gibson
492,Manhattan Murder Mystery (1993),3.65,Woody Allen
493,Menace II Society (1993),3.61,Allen Hughes
494,Executive Decision (1996),3.38,Stuart Baird
495,In the Realm of the Senses (Ai no corrida) (1976),3.46,Nagisa Oshima
496,What Happened Was... (1994),3.30,Tommy Noonan
497,Much Ado About Nothing (1993),3.88,Kenneth Branagh
498,Mr. Jones (1993),2.80,Mike Figgis
499,Mr. Wonderful (1993),2.77,Anthony Minghella
500,Mrs. Doubtfire (1993),3.39,Chris Columbus
501,Naked (1993),3.83,Mike Leigh
66036,Wrestling with Alligators (1998),3.00,
502,"Next Karate Kid,2.33,Christopher Cain
503,"New Age,3.10,Michael Tolkin
504,No Escape (1994),2.97,Martin Campbell
505,North (1994),2.53,Rob Reiner
506,Orlando (1992),3.49,Sally Potter
507,"Perfect World,3.51,Clint Eastwood
508,Philadelphia (1993),3.81,Jonathan Demme
509,"Piano,3.69,Jane Campion
510,Poetic Justice (1993),2.75,John Singleton
511,"Program,3.15,Allan Graf
512,"Puppet Masters,2.92,Stuart Orme
513,Radioland Murders (1994),2.94,Mel Smith
514,"Ref,3.46,Ted Demme
66051,"Badlanders,3.12,Delmer Daves
515,"Remains of the Day,3.90,James Ivory
516,Renaissance Man (1994),3.09,Penny Marshall
66053,Black Widow (1954),3.06,Nunnally Johnson
517,Rising Sun (1993),3.14,Philip Kaufman
518,"Road to Wellville,2.70,Alan Parker
519,RoboCop 3 (1993),2.24,Fred Dekker
520,Robin Hood: Men in Tights (1993),3.04,Mel Brooks
66057,Dead Husbands (1998),1.25,Paul Shapiro
521,Romeo Is Bleeding (1993),3.33,Peter Medak
522,Romper Stomper (1992),3.56,Geoffrey Wright
66059,Bad Luck Love (2000),3.08,
523,Ruby in Paradise (1993),3.65,Victor Nunez
524,Rudy (1993),3.52,David Anspaugh
525,"Saint of Fort Washington,3.39,Tim Hunter
526,"Savage Nights (Nuits fauves,3.15,Cyril Collard
527,Schindler's List (1993),4.31,Steven Spielberg
528,"Scout,2.79,Michael Ritchie
529,Searching for Bobby Fischer (1993),3.84,Steve Zaillain
530,Second Best (1994),2.96,Chris Menges
531,"Secret Garden,3.50,Agnieszka Holland
66066,"Grudge 3,2.01,Toby Wilkins
532,Serial Mom (1994),3.06,John Waters
533,"Shadow,2.93,Russell Mulcahy
66068,Indictment: The McMartin Trial (1995),3.80,Mick Jackson
534,Shadowlands (1993),3.89,Richard Attenborough
535,Short Cuts (1993),3.77,Robert Altman
536,"Simple Twist of Fate,3.28,Gillies MacKinnon
537,Sirens (1994),3.16,John Duignan
538,Six Degrees of Separation (1993),3.71,Fred Schepisi
539,Sleepless in Seattle (1993),3.52,Nora Ephron
540,Sliver (1993),2.73,Phillip Noyce
541,Blade Runner (1982),4.14,Ridley Scott
542,Son in Law (1993),2.87,Steve Rash
543,So I Married an Axe Murderer (1993),3.21,Thomas Schlamme
544,Striking Distance (1993),2.93,Rowdy Herrington
545,Harem (1985),2.68,Arthur Joffe
546,Super Mario Bros. (1993),2.09,
547,Surviving the Game (1994),2.83,Ernest R. Dickerson
548,Terminal Velocity (1994),2.91,Deran Sarafian
549,Thirty-Two Short Films About Glenn Gould (1993),3.89,Francois Girard
550,Threesome (1994),3.09,Andrew Fleming
551,"Nightmare Before Christmas,3.73,Henry Selick
552,"Three Musketeers,3.19,Stephen Herek
553,Tombstone (1993),3.69,George P. Cosmatos
554,Trial by Jury (1994),3.09,Heywood Gould
555,True Romance (1993),3.80,Tony Scott
66090,Eden Lake (2008),3.51,James Watkins
556,"War Room,3.97,Chris Hegedus
66092,"Triumph of the Nerds,3.57,
558,"Pagemaster,2.79,Pixote Hunt
559,"Paris,2.87,Jerry Ciccoritti
66097,Coraline (2009),3.78,Pete Kozachik
560,"Beans of Egypt,3.01,Jennifer Warren
561,Killer (Bulletproof Heart) (1994),3.46,Mark Malone
562,Welcome to the Dollhouse (1995),3.77,Todd Solondz
563,Germinal (1993),3.44,Claude Berri
564,Chasers (1994),2.34,Dennis Hopper
565,Cronos (1993),3.18,Guillermo del Toro
566,Naked in New York (1994),2.80,Daniel Algrant
567,Kika (1993),3.36,Pedro Almodovar
568,Bhaji on the Beach (1993),3.55,Gurinder Chadha
66105,"Psychomania (Death Wheelers,3.14,Don Sharp
569,Little Big League (1994),2.94,Andrew Scheinman
570,"Slingshot,3.47,Ake Sandgren
571,"Wedding Gift,3.62,Richard Loncraine
572,Foreign Student (1994),2.63,Eva Sereny
573,"Ciao,3.44,Lina Wertmuller
574,Spanking the Monkey (1994),3.31,David O. Russell
575,"Little Rascals,3.04,Penelope Spheeris
576,Fausto (1993),2.50,Remy Duchemin
577,Andre (1994),2.83,George T. Miller
579,"Escort,3.02,Ricky Tognazzi
580,Princess Caraboo (1994),3.05,Michael Austin
581,"Celluloid Closet,3.99,Rob Epstein
582,Métisse (Café au Lait) (1993),3.35,Mathieu Kassovitz
583,Dear Diary (Caro Diario) (1994),3.50,Nanni Moretti
66118,Point of Order (1964),3.97,Emile de Antonio
584,I Don't Want to Talk About It (De eso no se habla) (1993),3.07,Maria Luisa Bemberg
585,"Brady Bunch Movie,2.61,Betty Thomas
586,Home Alone (1990),3.09,Chris Columbus
587,Ghost (1990),3.45,Jerry Zucker
588,Aladdin (1992),3.68,John Musker
589,Terminator 2: Judgment Day (1991),3.93,James Cameron
590,Dances with Wolves (1990),3.74,Kevin Costner
591,Tough and Deadly (1995),2.04,
592,Batman (1989),3.38,Tim Burton
593,"Silence of the Lambs,4.18,Jonathan Demme
594,Snow White and the Seven Dwarfs (1937),3.60,
595,Beauty and the Beast (1991),3.67,Gary Trousdale
66130,Chocolate (2008),3.53,Prachya Pinkaew
596,Pinocchio (1940),3.45,Hamilton Luske
597,Pretty Woman (1990),3.43,Garry Marshall
598,Window to Paris (Okno v Parizh) (1994),3.62,Yuri Mamin
599,"Wild Bunch,4.00,Sam Peckinpah
600,Love and a .45 (1994),3.00,C.M. Talkington
601,"Wooden Man's Bride,3.39,Jianxin Huang
602,"Great Day in Harlem,4.00,Jean Bach
603,"Bye Bye,2.96,Sam Weisman
604,Criminals (1996),2.67,Joseph Strick
605,One Fine Day (1996),3.31,Michael Hoffman
66140,Blackout (2007),2.54,Rigoberto Castaneda
606,Candyman: Farewell to the Flesh (1995),2.57,Bill Condon
607,Century (1993),2.72,Stephen Poliakoff
608,Fargo (1996),4.11,Ethan Coen
609,Homeward Bound II: Lost in San Francisco (1996),3.03,David R. Ellis
610,Heavy Metal (1981),3.38,Jimmy T. Murakami
611,Hellraiser: Bloodline (1996),2.52,Joe Chappelle
612,"Pallbearer,2.74,Matt Reeves
613,Jane Eyre (1996),3.64,Franco Zeffirelli
614,Loaded (1994),3.11,Anna Campion
615,Bread and Chocolate (Pane e cioccolata) (1973),3.86,Franco Brusati
616,"Aristocats,3.37,Wolfgang Reitherman
617,"Flower of My Secret,3.59,Pedro Almodovar
66152,TerrorVision (1986),2.44,Ted Nicolaou
618,Two Much (1995),2.75,Fernando Trueba
619,Ed (1996),2.64,Bill Couturie
620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),3.30,Werner Herzog
621,My Favorite Season (1993),3.60,Andre Techine
66156,"Escapist,3.32,Rupert Wyatt
623,"Modern Affair,3.26,Vern Oakley
624,Condition Red (Beyond the Law) (1995),2.61,
625,Asfour Stah (1990),3.28,Ferid Boughedir
626,"Thin Line Between Love and Hate,2.91,Martin Lawrence
627,"Last Supper,3.54,Stacy Title
628,Primal Fear (1996),3.75,Gregory Hoblit
629,Rude (1995),3.17,Clement Virgo
630,Carried Away (1996),3.35,Bruno Barreto
631,All Dogs Go to Heaven 2 (1996),2.76,Larry Leker
632,Land and Freedom (Tierra y libertad) (1995),3.94,Ken Loach
633,Denise Calls Up (1995),3.39,Hal Salwen
634,Theodore Rex (1995),2.33,Jonathan R. Betuel
66171,Push (2009),3.19,Paul McGuigan
635,"Family Thing,3.65,David Mark Pearce
636,Frisk (1995),2.93,Todd Verow
637,Sgt. Bilko (1996),2.85,Jonathan Lynn
638,Jack and Sarah (1995),3.29,Tim Sullivan (III)
639,Girl 6 (1996),2.94,Spike Lee
640,Diabolique (1996),2.98,Jeremiah Chechik
641,"Little Indian,2.48,Herve Palud
642,Roula (1995),1.81,
643,Peanuts - Die Bank zahlt alles (1996),2.39,
644,Happy Weekend (1996),2.48,
645,Nelly & Monsieur Arnaud (1995),3.64,Claude Sautet
647,Courage Under Fire (1996),3.54,Edward Zwick
648,Mission: Impossible (1996),3.39,Brian DePalma
649,Cold Fever (�? köldum klaka) (1995),3.72,Fridrik Thor Fridriksson
650,Moll Flanders (1996),3.46,Pen Densham
651,"Superweib,2.52,
652,"301,3.02,Cheol-su Park
653,Dragonheart (1996),3.22,Rob Cohen
654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996),2.97,
655,My Mother's Courage (Mutters Courage) (1995),2.32,Michael Verhoeven
656,Eddie (1996),2.90,Steve Rash
657,Yankee Zulu (1994),2.50,Grey Hofmeyr
658,Billy's Holiday (1995),3.05,Richard Wherrett
659,Purple Noon (Plein soleil) (1960),3.70,Rene Clement
660,August (1996),2.98,Anthony Hopkins
661,James and the Giant Peach (1996),3.29,Henry Selick
662,Fear (1996),3.26,James Foley
663,Kids in the Hall: Brain Candy (1996),3.37,Kelly Makin
66198,"International,3.18,Tom Tykwer
664,Faithful (1996),3.05,Paul Mazursky
66200,Two Lovers (2008),3.39,James Gray
665,Underground (1995),3.97,Emir Kusturica
66203,He's Just Not That Into You (2009),3.30,Ken Kwapis
666,All Things Fair (Lust och fägring stor) (1995),3.47,Bo Widerberg
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),2.57,Alan Mehrez
668,Song of the Little Road (Pather Panchali) (1955),4.14,Satyajit Ray
670,"World of Apu,4.13,Satyajit Ray
671,Mystery Science Theater 3000: The Movie (1996),3.66,Trace Beaulieu
672,Tarantella (1995),2.43,
673,Space Jam (1996),2.73,Joe Pytka
674,Barbarella (1968),2.97,Roger Vadim
675,Hostile Intentions (1994),2.20,Catherine Cyran
676,They Bite (1996),2.52,Brett Piper
678,Some Folks Call It a Sling Blade (1993),4.09,George Hickenlooper
679,"Run of the Country,3.37,Peter Yates
680,"Alphaville (Alphaville,3.55,Jean-Luc Godard
681,Coup de torchon (Clean Slate) (1981),3.58,Bertrand Tavernier
682,Tigrero: A Film That Was Never Made (1994),3.19,Jim Jarmusch
683,"Eye of Vichy,2.64,Claude Chabrol
684,Windows (1980),2.57,Shoja Y. Azari
685,It's My Party (1996),3.53,Randal Kleiser
687,Country Life (1994),3.00,Michael Blakemore
688,Operation Dumbo Drop (1995),2.60,Simon Wincer
690,"Promise,3.33,Margarethe von Trotta
691,Mrs. Winterbourne (1996),3.06,Richard Benjamin
692,Solo (1996),2.35,Norberto Barba
693,Under the Domim Tree (Etz Hadomim Tafus) (1994),3.03,Eli Cohen
694,"Substitute,3.02,Robert Mandel
695,True Crime (1996),3.19,Pat Verducci
696,Butterfly Kiss (1995),3.17,Michael Winterbottom
697,Feeling Minnesota (1996),2.79,Steven Baigelman
698,Delta of Venus (1995),2.83,Zalman King
66234,Jar City (Mýrin) (2006),3.24,Baltasar Kormaker
699,To Cross the Rubicon (1991),2.25,Barry Caillier
700,Angus (1995),3.25,Patrick Read Johnson
701,Daens (1992),3.20,Stijn Coninx
702,Faces (1968),3.75,John Cassavetes
703,Boys (1996),2.89,Stacy Cochran
704,"Quest,2.85,Jean-Claude Van Damme
705,Cosi (1996),3.49,Mark Joffe
66240,Dead Like Me: Life After Death (2009),2.96,Stephen Herek
706,Sunset Park (1996),3.13,Steve Gomer
707,Mulholland Falls (1996),3.08,Lee Tamahori
708,"Truth About Cats & Dogs,3.41,Michael Lehmann
709,Oliver & Company (1988),3.30,George Scribner
710,Celtic Pride (1996),2.75,Tom DeCerchio
711,Flipper (1996),2.69,Alan Shapiro
66246,Numbskull Emptybrook (Uuno Turhapuro) (1973),2.34,
712,Captives (1994),3.51,Angela Pope
713,Of Love and Shadows (1994),3.47,Betty Kaplan
714,Dead Man (1995),3.91,Jim Jarmusch
715,"Horseman on the Roof,3.56,Jean-Paul Rappeneau
66250,California (1946),3.00,John Farrow
716,Switchblade Sisters (1975),2.95,Jack Hill
717,Mouth to Mouth (Boca a boca) (1995),3.23,Manuel Gomez Pereira
66252,Canyon Passage (1946),3.62,Jacques Tourneur
718,"Visitors,3.42,Jean-Marie Poire
719,Multiplicity (1996),2.95,Harold Ramis
720,Wallace & Gromit: The Best of Aardman Animation (1996),4.04,
721,Halfmoon (Paul Bowles - Halbmond) (1995),3.00,Frieder Schlaich
722,"Haunted World of Edward D. Wood Jr.,3.61,Brett Thompson
723,Two Friends (1986),3.22,Jane Campion
724,"Craft,3.06,Andrew Fleming
725,"Great White Hype,2.81,Reggie Hudlin
726,Last Dance (1996),3.13,Bruce Beresford
727,War Stories (1995),3.16,Gaylene Preston
728,Cold Comfort Farm (1995),3.82,John Schlesinger
729,"Institute Benjamenta,3.40,Stephen Quay
730,Low Life (1994),3.07,
731,Heaven's Prisoners (1996),2.93,Phil Joanou
732,Original Gangstas (1996),2.80,Larry Cohen
733,"Rock,3.70,Michael Bay
66268,"Con,2.50,Steven Schachter
734,Getting Away With Murder (1996),2.68,Harvey Miller
735,Cemetery Man (Dellamorte Dellamore) (1994),3.50,Michele Soavi
736,Twister (1996),3.23,Jan de Bont
737,Barb Wire (1996),2.14,
738,"Garçu,3.00,Maurice Pialat
739,Honey Moon (Honigmond) (1996),1.93,
741,Ghost in the Shell (Kôkaku kidôtai) (1995),3.95,Mamoru Oshii
742,Thinner (1996),2.75,Tom Holland
66279,Husbands (1970),3.51,John Cassavetes
743,Spy Hard (1996),2.75,Rick Friedberg
744,Brothers in Trouble (1995),2.92,Udayan Prasad
745,Wallace & Gromit: A Close Shave (1995),4.17,Nick Park
746,Force of Evil (1948),3.76,Abraham Polonsky
747,"Stupids,2.36,John Landis
66282,"Cimarron Kid,3.60,Budd Boetticher
748,"Arrival,3.18,David Twohy
749,"Man from Down Under,2.71,Robert Z. Leonard
66284,"Avenging Conscience,3.29,D.W. Griffith
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.24,Stanley Kubrick
751,Careful (1992),3.49,Guy Maddin
66289,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990),3.63,Nikos Nikolaidis
752,Vermont Is For Lovers (1992),2.91,John O'Brien
753,"Month by the Lake,3.30,John Irvin
754,Gold Diggers: The Secret of Bear Mountain (1995),2.92,Kevin James Dobson
755,Kim (1950),3.38,Victor Saville
756,Carmen Miranda: Bananas Is My Business (1994),3.17,Helena Solberg
757,Ashes of Time (Dung che sai duk) (1994),3.63,Kar-Wai Wong
66295,33 Scenes from Life (33 sceny z zycia) (2008),3.65,Malgorzata Szumowska
758,"Jar,3.00,
759,Maya Lin: A Strong Clear Vision (1994),3.86,Freida Lee Mock
760,Stalingrad (1993),3.66,Joseph Vilsmaier
66297,Futurama: Into the Wild Green Yonder (2009),3.73,David X. Cohen
761,"Phantom,2.83,Simon Wincer
762,Striptease (1996),2.43,Andrew Bergman
763,"Last of the High Kings,3.06,David Keating
764,Heavy (1995),3.37,James Mangold
765,Jack (1996),3.07,Francis Ford Coppola
766,I Shot Andy Warhol (1996),3.47,Mary Harron
767,"Grass Harp,3.54,Charles Matthau
66302,"Bandit,3.67,Yavuz Turgul
768,Someone Else's America (1995),3.00,Goran Paskaljevic
769,Marlene Dietrich: Shadow and Light (1996),3.58,
66304,Hotel for Dogs (2009),2.82,Thor Freudenthal
770,Costa Brava (1946),2.74,
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle,3.39,Benoit Lamy
66306,"Deadly Trackers,2.50,Samuel Fuller
772,Quartier Mozart (1992),2.83,Jean-Pierre Bekolo
773,Touki Bouki (1973),3.34,Djibril Diop Mambety
774,Wend Kuuni (a.k.a. God's Gift) (1982),2.67,Gaston Kabore
775,Spirits of the Dead (1968),2.94,Louis Malle
66310,Frontière(s) (2007),3.04,Xavier Gens
776,Babyfever (1994),2.85,Henry Jaglom
777,Pharaoh's Army (1995),2.88,Robby Henson
778,Trainspotting (1996),4.01,Danny Boyle
779,'Til There Was You (1997),2.86,Scott Winant
780,Independence Day (a.k.a. ID4) (1996),3.40,Roland Emmerich
66317,Comet in Moominland (1992),3.60,
781,Stealing Beauty (1996),3.43,Bernardo Bertolucci
782,"Fan,2.88,Tony Scott
783,"Hunchback of Notre Dame,3.24,Gary Trousdale
784,"Cable Guy,2.70,Ben Stiller
785,Kingpin (1996),3.28,Bobby Farrelly
66320,"11th Hour,3.28,Nadia Conners
786,Eraser (1996),3.18,Charles Russell
66323,Daddy (Tato) (1995),3.47,
787,"Gate of Heavenly Peace,3.68,
788,"Nutty Professor,2.91,Tom Shadyac
789,"I,3.07,
790,"Unforgettable Summer,3.52,Lucian Pintilie
791,"Last Klezmer: Leopold Kozlowski,3.61,Yale Strom
792,"Hungarian Fairy Tale,3.02,Gyula Gazdag
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),3.26,Gerard Mordillat
794,Midnight Dancers (Sibak) (1994),3.36,Mel Chionglo
795,Somebody to Love (1994),3.21,
66330,Fireflies in the Garden (2008),3.23,Dennis Lee
796,"Very Natural Thing,2.94,Christopher Larkin
797,"Old Lady Who Walked in the Sea,3.39,Laurent Heyneman
798,Daylight (1996),2.83,Rob Cohen
66335,Afro Samurai: Resurrection (2009),3.35,Takashi Okazaki
799,"Frighteners,3.37,Peter Jackson
800,Lone Star (1996),4.07,John Sayles
66337,Café Lumière (Kôhî jikô) (2003),3.37,Hsiao-hsien Hou
801,Harriet the Spy (1996),3.03,Bronwen Hughes
802,Phenomenon (1996),3.49,Brent Spiner
66339,Death by Hanging (Koshikei) (1968),4.00,Nagisa Oshima
803,Walking and Talking (1996),3.57,Nicole Holofcener
804,She's the One (1996),3.09,Edward Burns
805,"Time to Kill,3.70,Joel Schumacher
806,American Buffalo (1996),3.17,Michael Corrente
807,"Rendezvous in Paris (Rendez-vous de Paris,3.28,Eric Rohmer
808,Alaska (1996),3.23,Fraser Clarke Heston
809,Fled (1996),2.87,Kevin Hooks
66344,"Last Movie,2.61,Dennis Hopper
810,Kazaam (1996),1.86,Paul Michael Glaser
812,Magic Hunter (Büvös vadász) (1994),2.45,Ildiko Enyedi
813,Larger Than Life (1996),2.77,Howard Franklin
814,"Boy Called Hate,3.11,Mitch Marcus
815,Power 98 (1996),2.15,
816,Two Deaths (1995),3.21,Nicolas Roeg
66352,Dry Season (Daratt) (2006),3.75,Mahamat-Saleh Haroun
818,"Very Brady Sequel,2.62,Arlene Sanford
