mid,genre
Two Crimes (Dos crímenes) (1995),Crime
Two Crimes (Dos crímenes) (1995),Drama
Brother Minister: The Assassination of Malcolm X (1994),Documentary
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Fantasy
Federal Hill (1994),Drama
In the Mouth of Madness (1995),Horror
In the Mouth of Madness (1995),Thriller
8 Seconds (1994),Drama
Above the Rim (1994),Crime
Above the Rim (1994),Drama
Addams Family Values (1993),Children
Addams Family Values (1993),Comedy
Addams Family Values (1993),Fantasy
Martin Lawrence: You So Crazy (1994),Comedy
Martin Lawrence: You So Crazy (1994),Documentary
"Age of Innocence, The (1993)",Drama
Airheads (1994),Comedy
"Air Up There, The (1994)",Comedy
Another Stakeout (1993),Comedy
Another Stakeout (1993),Thriller
Bad Girls (1994),Western
Barcelona (1994),Comedy
Barcelona (1994),Romance
Being Human (1993),Drama
"Beverly Hillbillies, The (1993)",Comedy
Beverly Hills Cop III (1994),Action
Beverly Hills Cop III (1994),Comedy
Beverly Hills Cop III (1994),Crime
Beverly Hills Cop III (1994),Thriller
Black Beauty (1994),Adventure
Black Beauty (1994),Children
Black Beauty (1994),Drama
Blink (1994),Thriller
Blown Away (1994),Action
Blown Away (1994),Thriller
Blue Chips (1994),Drama
Blue Sky (1994),Drama
Blue Sky (1994),Romance
Body Snatchers (1993),Horror
Body Snatchers (1993),Sci-Fi
Body Snatchers (1993),Thriller
Boxing Helena (1993),Drama
Boxing Helena (1993),Mystery
Boxing Helena (1993),Romance
Boxing Helena (1993),Thriller
"Bronx Tale, A (1993)",Drama
Cabin Boy (1994),Comedy
Calendar Girl (1993),Comedy
Calendar Girl (1993),Drama
Carlito's Way (1993),Crime
Carlito's Way (1993),Drama
City Slickers II: The Legend of Curly's Gold (1994),Adventure
City Slickers II: The Legend of Curly's Gold (1994),Comedy
City Slickers II: The Legend of Curly's Gold (1994),Western
Clean Slate (1994),Comedy
Cliffhanger (1993),Action
Cliffhanger (1993),Adventure
Cliffhanger (1993),Thriller
Coneheads (1993),Comedy
Coneheads (1993),Sci-Fi
Color of Night (1994),Drama
Color of Night (1994),Thriller
Cops and Robbersons (1994),Comedy
"Cowboy Way, The (1994)",Action
"Cowboy Way,Comedy
"Cowboy Way,Drama
Dangerous Game (1993),Drama
Dave (1993),Comedy
Dave (1993),Romance
Dazed and Confused (1993),Comedy
Demolition Man (1993),Action
Demolition Man (1993),Adventure
Demolition Man (1993),Sci-Fi
"Endless Summer 2, The (1994)",Adventure
"Endless Summer 2,Documentary
Even Cowgirls Get the Blues (1993),Comedy
Even Cowgirls Get the Blues (1993),Romance
Fatal Instinct (1993),Comedy
Farewell My Concubine (Ba wang bie ji) (1993),Drama
Farewell My Concubine (Ba wang bie ji) (1993),Romance
"Favor, The (1994)",Comedy
"Favor,Romance
Fearless (1993),Drama
Fear of a Black Hat (1994),Comedy
With Honors (1994),Comedy
With Honors (1994),Drama
Flesh and Bone (1993),Drama
Flesh and Bone (1993),Mystery
Flesh and Bone (1993),Romance
Widows' Peak (1994),Drama
For Love or Money (1993),Comedy
For Love or Money (1993),Romance
"Firm, The (1993)",Drama
"Firm,Thriller
Free Willy (1993),Adventure
Free Willy (1993),Children
Free Willy (1993),Drama
Fresh (1994),Crime
Fresh (1994),Drama
Fresh (1994),Thriller
"Fugitive, The (1993)",Thriller
Geronimo: An American Legend (1993),Drama
Geronimo: An American Legend (1993),Western
"Getaway, The (1994)",Action
"Getaway,Adventure
"Getaway,Crime
"Getaway,Drama
"Getaway,Romance
"Getaway,Thriller
Getting Even with Dad (1994),Comedy
Go Fish (1994),Drama
Go Fish (1994),Romance
"Good Man in Africa, A (1994)",Action
"Good Man in Africa,Adventure
Guilty as Sin (1993),Crime
Guilty as Sin (1993),Drama
Guilty as Sin (1993),Thriller
Hard Target (1993),Action
Hard Target (1993),Adventure
Hard Target (1993),Crime
Hard Target (1993),Thriller
Heaven & Earth (1993),Action
Heaven & Earth (1993),Drama
Heaven & Earth (1993),War
Hot Shots! Part Deux (1993),Action
Hot Shots! Part Deux (1993),Comedy
Hot Shots! Part Deux (1993),War
Live Nude Girls (1995),Comedy
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy
"Englishman Who Went Up a Hill But Came Down a Mountain,Romance
"House of the Spirits, The (1993)",Drama
"House of the Spirits,Romance
House Party 3 (1994),Comedy
"Hudsucker Proxy, The (1994)",Comedy
I'll Do Anything (1994),Comedy
I'll Do Anything (1994),Drama
In the Army Now (1994),Comedy
In the Army Now (1994),War
In the Line of Fire (1993),Action
In the Line of Fire (1993),Thriller
In the Name of the Father (1993),Drama
"Inkwell, The (1994)",Comedy
"Inkwell,Drama
What's Love Got to Do with It? (1993),Drama
What's Love Got to Do with It? (1993),Musical
Jimmy Hollywood (1994),Comedy
Jimmy Hollywood (1994),Crime
Jimmy Hollywood (1994),Drama
Judgment Night (1993),Action
Judgment Night (1993),Crime
Judgment Night (1993),Thriller
Jurassic Park (1993),Action
Jurassic Park (1993),Adventure
Jurassic Park (1993),Sci-Fi
Jurassic Park (1993),Thriller
Kalifornia (1993),Drama
Kalifornia (1993),Thriller
Killing Zoe (1994),Crime
Killing Zoe (1994),Drama
Killing Zoe (1994),Thriller
King of the Hill (1993),Drama
Lassie (1994),Adventure
Lassie (1994),Children
Last Action Hero (1993),Action
Last Action Hero (1993),Adventure
Last Action Hero (1993),Comedy
Last Action Hero (1993),Fantasy
Life with Mikey (1993),Comedy
Lightning Jack (1994),Comedy
Lightning Jack (1994),Western
M. Butterfly (1993),Drama
M. Butterfly (1993),Romance
Made in America (1993),Comedy
Malice (1993),Thriller
"Man Without a Face, The (1993)",Drama
Manhattan Murder Mystery (1993),Comedy
Manhattan Murder Mystery (1993),Mystery
Menace II Society (1993),Action
Menace II Society (1993),Crime
Menace II Society (1993),Drama
Executive Decision (1996),Action
Executive Decision (1996),Adventure
Executive Decision (1996),Thriller
In the Realm of the Senses (Ai no corrida) (1976),Drama
What Happened Was... (1994),Comedy
What Happened Was... (1994),Drama
What Happened Was... (1994),Romance
What Happened Was... (1994),Thriller
Much Ado About Nothing (1993),Comedy
Much Ado About Nothing (1993),Romance
Mr. Jones (1993),Drama
Mr. Jones (1993),Romance
Mr. Wonderful (1993),Comedy
Mr. Wonderful (1993),Romance
Mrs. Doubtfire (1993),Comedy
Mrs. Doubtfire (1993),Drama
Naked (1993),Drama
"Next Karate Kid, The (1994)",Action
"Next Karate Kid,Children
"Next Karate Kid,Romance
"New Age, The (1994)",Drama
No Escape (1994),Action
No Escape (1994),Drama
No Escape (1994),Sci-Fi
North (1994),Comedy
Orlando (1992),Drama
Orlando (1992),Fantasy
Orlando (1992),Romance
"Perfect World, A (1993)",Crime
"Perfect World,Drama
"Perfect World,Thriller
Philadelphia (1993),Drama
"Piano, The (1993)",Drama
"Piano,Romance
Poetic Justice (1993),Drama
"Program, The (1993)",Action
"Program,Drama
"Puppet Masters, The (1994)",Horror
"Puppet Masters,Sci-Fi
Radioland Murders (1994),Comedy
Radioland Murders (1994),Mystery
Radioland Murders (1994),Romance
"Ref, The (1994)",Comedy
"Remains of the Day, The (1993)",Drama
"Remains of the Day,Romance
Renaissance Man (1994),Comedy
Renaissance Man (1994),Drama
Rising Sun (1993),Action
Rising Sun (1993),Drama
Rising Sun (1993),Mystery
"Road to Wellville, The (1994)",Comedy
RoboCop 3 (1993),Action
RoboCop 3 (1993),Crime
RoboCop 3 (1993),Drama
RoboCop 3 (1993),Sci-Fi
RoboCop 3 (1993),Thriller
Robin Hood: Men in Tights (1993),Comedy
Romeo Is Bleeding (1993),Crime
Romeo Is Bleeding (1993),Thriller
Romper Stomper (1992),Action
Romper Stomper (1992),Drama
Ruby in Paradise (1993),Drama
Rudy (1993),Drama
"Saint of Fort Washington, The (1993)",Drama
"Savage Nights (Nuits fauves, Les) (1992)",Drama
Schindler's List (1993),Drama
Schindler's List (1993),War
"Scout, The (1994)",Comedy
"Scout,Drama
Searching for Bobby Fischer (1993),Drama
Second Best (1994),Drama
"Secret Garden, The (1993)",Children
"Secret Garden,Drama
Serial Mom (1994),Comedy
Serial Mom (1994),Crime
Serial Mom (1994),Horror
"Shadow, The (1994)",Action
"Shadow,Adventure
"Shadow,Fantasy
"Shadow,Mystery
Shadowlands (1993),Drama
Shadowlands (1993),Romance
Short Cuts (1993),Drama
"Simple Twist of Fate, A (1994)",Drama
Sirens (1994),Drama
Six Degrees of Separation (1993),Drama
Sleepless in Seattle (1993),Comedy
Sleepless in Seattle (1993),Drama
Sleepless in Seattle (1993),Romance
Sliver (1993),Thriller
Blade Runner (1982),Action
Blade Runner (1982),Sci-Fi
Blade Runner (1982),Thriller
Son in Law (1993),Comedy
Son in Law (1993),Drama
Son in Law (1993),Romance
So I Married an Axe Murderer (1993),Comedy
So I Married an Axe Murderer (1993),Romance
So I Married an Axe Murderer (1993),Thriller
Striking Distance (1993),Action
Striking Distance (1993),Crime
Harem (1985),Drama
Super Mario Bros. (1993),Action
Super Mario Bros. (1993),Adventure
Super Mario Bros. (1993),Children
Super Mario Bros. (1993),Comedy
Super Mario Bros. (1993),Fantasy
Super Mario Bros. (1993),Sci-Fi
Surviving the Game (1994),Action
Surviving the Game (1994),Adventure
Surviving the Game (1994),Thriller
Terminal Velocity (1994),Action
Terminal Velocity (1994),Mystery
Terminal Velocity (1994),Thriller
Thirty-Two Short Films About Glenn Gould (1993),Drama
Thirty-Two Short Films About Glenn Gould (1993),Musical
Threesome (1994),Comedy
Threesome (1994),Romance
"Nightmare Before Christmas, The (1993)",Animation
"Nightmare Before Christmas,Children
"Nightmare Before Christmas,Fantasy
"Nightmare Before Christmas,Musical
"Three Musketeers, The (1993)",Action
"Three Musketeers,Adventure
"Three Musketeers,Comedy
"Three Musketeers,Romance
Tombstone (1993),Action
Tombstone (1993),Drama
Tombstone (1993),Western
Trial by Jury (1994),Crime
Trial by Jury (1994),Drama
Trial by Jury (1994),Thriller
True Romance (1993),Crime
True Romance (1993),Thriller
"War Room, The (1993)",Documentary
"Pagemaster, The (1994)",Action
"Pagemaster,Adventure
"Pagemaster,Animation
"Pagemaster,Children
"Pagemaster,Fantasy
"Paris, France (1993)",Comedy
"Beans of Egypt, Maine, The (1994)",Drama
Killer (Bulletproof Heart) (1994),Drama
Killer (Bulletproof Heart) (1994),Thriller
Welcome to the Dollhouse (1995),Comedy
Welcome to the Dollhouse (1995),Drama
Germinal (1993),Drama
Germinal (1993),Romance
Chasers (1994),Comedy
Cronos (1993),Drama
Cronos (1993),Horror
Naked in New York (1994),Comedy
Naked in New York (1994),Romance
Kika (1993),Comedy
Kika (1993),Drama
Bhaji on the Beach (1993),Comedy
Bhaji on the Beach (1993),Drama
Little Big League (1994),Comedy
Little Big League (1994),Drama
"Slingshot, The (Kådisbellan) (1993)",Comedy
"Slingshot,Drama
"Wedding Gift, The (1994)",Drama
"Wedding Gift,Romance
Foreign Student (1994),Drama
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
Spanking the Monkey (1994),Comedy
Spanking the Monkey (1994),Drama
"Little Rascals, The (1994)",Children
"Little Rascals,Comedy
Fausto (1993),Comedy
Andre (1994),Adventure
Andre (1994),Children
Andre (1994),Drama
"Escort, The (Scorta, La) (1993)",Crime
"Escort,Thriller
Princess Caraboo (1994),Drama
"Celluloid Closet, The (1995)",Documentary
Métisse (Café au Lait) (1993),Comedy
Métisse (Café au Lait) (1993),Drama
Dear Diary (Caro Diario) (1994),Comedy
Dear Diary (Caro Diario) (1994),Drama
I Don't Want to Talk About It (De eso no se habla) (1993),Drama
I Don't Want to Talk About It (De eso no se habla) (1993),Romance
"Brady Bunch Movie, The (1995)",Comedy
Home Alone (1990),Children
Home Alone (1990),Comedy
Ghost (1990),Comedy
Ghost (1990),Drama
Ghost (1990),Fantasy
Ghost (1990),Romance
Ghost (1990),Thriller
Aladdin (1992),Adventure
Aladdin (1992),Animation
Aladdin (1992),Children
Aladdin (1992),Comedy
Aladdin (1992),Musical
Terminator 2: Judgment Day (1991),Action
Terminator 2: Judgment Day (1991),Sci-Fi
Dances with Wolves (1990),Adventure
Dances with Wolves (1990),Drama
Dances with Wolves (1990),Western
Tough and Deadly (1995),Action
Tough and Deadly (1995),Drama
Tough and Deadly (1995),Thriller
Batman (1989),Action
Batman (1989),Crime
Batman (1989),Thriller
"Silence of the Lambs, The (1991)",Crime
"Silence of the Lambs,Horror
"Silence of the Lambs,Thriller
Snow White and the Seven Dwarfs (1937),Animation
Snow White and the Seven Dwarfs (1937),Children
Snow White and the Seven Dwarfs (1937),Drama
Snow White and the Seven Dwarfs (1937),Fantasy
Snow White and the Seven Dwarfs (1937),Musical
Beauty and the Beast (1991),Animation
Beauty and the Beast (1991),Children
Beauty and the Beast (1991),Fantasy
Beauty and the Beast (1991),Musical
Beauty and the Beast (1991),Romance
Beauty and the Beast (1991),IMAX
Pinocchio (1940),Animation
Pinocchio (1940),Children
Pinocchio (1940),Fantasy
Pinocchio (1940),Musical
Pretty Woman (1990),Comedy
Pretty Woman (1990),Romance
Window to Paris (Okno v Parizh) (1994),Comedy
Window to Paris (Okno v Parizh) (1994),Fantasy
"Wild Bunch, The (1969)",Adventure
"Wild Bunch,Western
Love and a .45 (1994),Action
Love and a .45 (1994),Comedy
Love and a .45 (1994),Crime
"Wooden Man's Bride, The (Yan shen) (1994)",Drama
"Great Day in Harlem, A (1994)",Documentary
"Bye Bye, Love (1995)",Comedy
Criminals (1996),Documentary
One Fine Day (1996),Drama
One Fine Day (1996),Romance
Candyman: Farewell to the Flesh (1995),Fantasy
Candyman: Farewell to the Flesh (1995),Horror
Century (1993),Drama
Fargo (1996),Comedy
Fargo (1996),Crime
Fargo (1996),Drama
Fargo (1996),Thriller
Homeward Bound II: Lost in San Francisco (1996),Adventure
Homeward Bound II: Lost in San Francisco (1996),Children
Heavy Metal (1981),Action
Heavy Metal (1981),Adventure
Heavy Metal (1981),Animation
Heavy Metal (1981),Horror
Heavy Metal (1981),Sci-Fi
Hellraiser: Bloodline (1996),Action
Hellraiser: Bloodline (1996),Horror
Hellraiser: Bloodline (1996),Sci-Fi
"Pallbearer, The (1996)",Comedy
Jane Eyre (1996),Drama
Jane Eyre (1996),Romance
Loaded (1994),Drama
Loaded (1994),Thriller
Bread and Chocolate (Pane e cioccolata) (1973),Comedy
Bread and Chocolate (Pane e cioccolata) (1973),Drama
"Aristocats, The (1970)",Animation
"Aristocats,Children
"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy
"Flower of My Secret,Drama
Two Much (1995),Comedy
Two Much (1995),Romance
Ed (1996),Comedy
Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama
My Favorite Season (1993),Drama
"Modern Affair, A (1995)",Romance
Condition Red (Beyond the Law) (1995),Action
Condition Red (Beyond the Law) (1995),Drama
Condition Red (Beyond the Law) (1995),Thriller
Asfour Stah (1990),Drama
"Thin Line Between Love and Hate, A (1996)",Comedy
"Last Supper, The (1995)",Drama
"Last Supper,Thriller
Primal Fear (1996),Crime
Primal Fear (1996),Drama
Primal Fear (1996),Mystery
Primal Fear (1996),Thriller
Rude (1995),Drama
Carried Away (1996),Drama
Carried Away (1996),Romance
All Dogs Go to Heaven 2 (1996),Adventure
All Dogs Go to Heaven 2 (1996),Animation
All Dogs Go to Heaven 2 (1996),Children
All Dogs Go to Heaven 2 (1996),Fantasy
All Dogs Go to Heaven 2 (1996),Musical
All Dogs Go to Heaven 2 (1996),Romance
Land and Freedom (Tierra y libertad) (1995),Drama
Land and Freedom (Tierra y libertad) (1995),War
Denise Calls Up (1995),Comedy
Theodore Rex (1995),Comedy
"Family Thing, A (1996)",Comedy
"Family Thing,Drama
Frisk (1995),Drama
Sgt. Bilko (1996),Comedy
Jack and Sarah (1995),Romance
Girl 6 (1996),Comedy
Girl 6 (1996),Drama
Diabolique (1996),Drama
Diabolique (1996),Thriller
"Little Indian, Big City (Un indien dans la ville) (1994)",Adventure
"Little Indian,Children
"Little Indian,Comedy
Roula (1995),Drama
Peanuts - Die Bank zahlt alles (1996),Comedy
Happy Weekend (1996),Comedy
Nelly & Monsieur Arnaud (1995),Drama
Courage Under Fire (1996),Action
Courage Under Fire (1996),Crime
Courage Under Fire (1996),Drama
Courage Under Fire (1996),War
Mission: Impossible (1996),Action
Mission: Impossible (1996),Adventure
Mission: Impossible (1996),Mystery
Mission: Impossible (1996),Thriller
Cold Fever (�? köldum klaka) (1995),Comedy
Cold Fever (�? köldum klaka) (1995),Drama
Moll Flanders (1996),Drama
"Superweib, Das (1996)",Comedy
"301, 302 (301/302) (1995)",Horror
"301,Mystery
"301,Thriller
Dragonheart (1996),Action
Dragonheart (1996),Adventure
Dragonheart (1996),Fantasy
And Nobody Weeps for Me (Und keiner weint mir nach) (1996),Drama
And Nobody Weeps for Me (Und keiner weint mir nach) (1996),Romance
My Mother's Courage (Mutters Courage) (1995),Comedy
Eddie (1996),Comedy
Yankee Zulu (1994),Comedy
Yankee Zulu (1994),Drama
Billy's Holiday (1995),Drama
Billy's Holiday (1995),Musical
Purple Noon (Plein soleil) (1960),Crime
Purple Noon (Plein soleil) (1960),Drama
Purple Noon (Plein soleil) (1960),Thriller
August (1996),Drama
James and the Giant Peach (1996),Adventure
James and the Giant Peach (1996),Animation
James and the Giant Peach (1996),Children
James and the Giant Peach (1996),Fantasy
James and the Giant Peach (1996),Musical
Fear (1996),Thriller
Kids in the Hall: Brain Candy (1996),Comedy
Faithful (1996),Comedy
Underground (1995),Comedy
Underground (1995),Drama
Underground (1995),War
All Things Fair (Lust och fägring stor) (1995),Drama
All Things Fair (Lust och fägring stor) (1995),Romance
All Things Fair (Lust och fägring stor) (1995),War
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
Song of the Little Road (Pather Panchali) (1955),Drama
"World of Apu, The (Apur Sansar) (1959)",Drama
Mystery Science Theater 3000: The Movie (1996),Comedy
Mystery Science Theater 3000: The Movie (1996),Sci-Fi
Tarantella (1995),Drama
Space Jam (1996),Adventure
Space Jam (1996),Animation
Space Jam (1996),Children
Space Jam (1996),Comedy
Space Jam (1996),Fantasy
Space Jam (1996),Sci-Fi
Barbarella (1968),Adventure
Barbarella (1968),Comedy
Barbarella (1968),Sci-Fi
Hostile Intentions (1994),Action
Hostile Intentions (1994),Drama
Hostile Intentions (1994),Thriller
They Bite (1996),Comedy
They Bite (1996),Horror
They Bite (1996),Sci-Fi
Some Folks Call It a Sling Blade (1993),Drama
Some Folks Call It a Sling Blade (1993),Thriller
"Run of the Country, The (1995)",Drama
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama
"Alphaville (Alphaville,Mystery
"Alphaville (Alphaville,Romance
"Alphaville (Alphaville,Sci-Fi
"Alphaville (Alphaville,Thriller
Coup de torchon (Clean Slate) (1981),Crime
Tigrero: A Film That Was Never Made (1994),Documentary
Tigrero: A Film That Was Never Made (1994),Drama
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary
Windows (1980),Drama
It's My Party (1996),Drama
Country Life (1994),Drama
Country Life (1994),Romance
Operation Dumbo Drop (1995),Action
Operation Dumbo Drop (1995),Adventure
Operation Dumbo Drop (1995),Comedy
Operation Dumbo Drop (1995),War
"Promise, The (Versprechen, Das) (1995)",Drama
"Promise,Romance
Mrs. Winterbourne (1996),Comedy
Mrs. Winterbourne (1996),Romance
Solo (1996),Action
Solo (1996),Sci-Fi
Solo (1996),Thriller
Under the Domim Tree (Etz Hadomim Tafus) (1994),Drama
"Substitute, The (1996)",Action
